Date,Open,High,Low,Close,Volume
2021-11-23,16962.55,17178.72,16773.40,16918.37,501606233
2021-11-24,16858.57,17008.62,16772.46,16922.79,329409310
2021-11-25,16945.07,17126.93,16922.64,17064.16,431307049
2021-11-26,16998.43,17159.42,16653.42,16706.86,431105948
2021-11-29,16727.72,17228.94,16693.82,16980.90,547768622
2021-11-30,17016.42,17217.06,16623.39,16788.15,429466009
2021-12-01,16854.32,17404.75,16815.45,17148.25,280474754
2021-12-02,17139.61,17403.24,17045.06,17154.75,322399184
2021-12-03,17136.99,17361.11,17025.78,17254.43,417166658
2021-12-06,17212.57,17214.48,16863.31,17093.69,256151622
2021-12-07,17042.59,17104.61,16670.32,16726.18,432301980
2021-12-08,16740.66,17185.49,16573.55,17038.72,525759730
2021-12-09,17000.50,17185.24,16695.13,16788.45,379958479
2021-12-10,16775.39,16887.16,16527.12,16644.85,414485811
2021-12-13,16587.13,16796.24,16375.76,16559.96,443464205
2021-12-14,16579.98,16643.83,16478.64,16606.44,393252798
2021-12-15,16614.73,16822.37,16461.70,16540.65,433830514
2021-12-16,16545.27,16937.85,16448.66,16798.77,252274203
2021-12-17,16792.86,16823.68,16612.15,16667.82,510537274
2021-12-20,16688.87,16852.40,16466.46,16545.87,503766728
2021-12-21,16522.65,16766.17,16159.73,16317.88,460040920
2021-12-22,16365.61,16455.90,16111.16,16258.58,435498393
2021-12-23,16274.82,16349.05,15956.71,16089.36,409651825
2021-12-24,16152.15,16601.28,15919.34,16397.51,335165154
2021-12-27,16358.02,16769.02,16181.97,16638.17,324568367
2021-12-28,16575.08,17078.67,16522.42,16850.87,340305023
2021-12-29,16910.39,17034.05,16721.88,16941.77,394290461
2021-12-30,16959.82,17238.52,16901.10,17208.18,535909358
2021-12-31,17158.78,17580.44,17123.51,17409.09,339279081
2022-01-03,17355.28,17462.94,17266.91,17338.11,254144781
2022-01-04,17372.96,17581.59,16971.90,17204.60,314394464
2022-01-05,17271.27,17668.25,17253.19,17572.61,385637704
2022-01-06,17634.86,17676.22,17403.68,17485.38,321731708
2022-01-07,17482.09,17704.94,17456.01,17580.66,473723621
2022-01-10,17540.35,18044.67,17335.17,17778.14,518460461
2022-01-11,17834.04,18017.65,17633.35,17636.00,436065708
2022-01-12,17692.61,17736.06,17336.01,17452.66,297648615
2022-01-13,17423.91,17661.86,17183.13,17463.58,344856891
2022-01-14,17512.53,17610.49,17264.67,17427.42,355410664
2022-01-17,17489.02,17761.36,17320.93,17598.68,540827325
2022-01-18,17576.21,17919.30,17351.09,17752.80,318946770
2022-01-19,17737.59,17987.57,17435.79,17523.46,378586010
2022-01-20,17459.92,17920.63,17391.44,17675.22,445272796
2022-01-21,17636.56,17763.06,17430.86,17705.81,256047224
2022-01-24,17727.82,18105.14,17684.33,18064.00,298462402
2022-01-25,17997.28,18107.20,17775.57,17782.98,482571893
2022-01-26,17839.26,17950.26,17451.87,17603.22,403513923
2022-01-27,17608.65,17837.13,17499.47,17705.20,253863578
2022-01-28,17696.23,18140.16,17624.59,18002.78,537513827
2022-01-31,17958.83,18033.87,17744.76,17845.07,298995823
2022-02-01,17855.19,17988.14,17526.74,17676.85,461048362
2022-02-02,17745.15,18141.31,17631.57,17929.96,334054052
2022-02-03,17973.71,18142.74,17561.13,17789.22,542861661
2022-02-04,17805.17,18021.07,17400.62,17619.93,537779560
2022-02-07,17593.35,17977.74,17345.77,17940.05,475547350
2022-02-08,18010.56,18346.15,17953.97,18209.88,525865210
2022-02-09,18162.74,18180.35,17902.63,18151.95,535689656
2022-02-10,18106.70,18671.73,17843.43,18414.66,390863788
2022-02-11,18477.71,18626.39,18258.52,18429.32,414887557
2022-02-14,18487.08,18540.96,18248.04,18293.44,296452492
2022-02-15,18364.20,18976.40,18173.18,18707.78,396847075
2022-02-16,18655.21,18974.09,18619.39,18863.25,356262016
2022-02-17,18819.50,19060.77,18570.98,18608.69,260805934
2022-02-18,18597.86,18757.88,18326.79,18644.71,307932902
2022-02-21,18643.54,18857.92,18025.34,18291.96,255917204
2022-02-22,18262.87,18272.28,18081.51,18168.20,432347360
2022-02-23,18168.87,18257.73,17814.24,18077.79,524826877
2022-02-24,18085.77,18164.28,17517.81,17733.28,410261996
2022-02-25,17792.47,18024.64,17791.52,17817.08,290932842
2022-02-28,17779.42,17888.04,17452.43,17542.86,498625144
2022-03-01,17534.21,17773.42,17469.16,17656.75,273483909
2022-03-02,17685.82,17867.22,17501.29,17562.81,521382319
2022-03-03,17506.65,17698.47,17312.81,17580.76,504782314
2022-03-04,17568.34,17767.48,17356.59,17476.84,446920848
2022-03-07,17512.50,17532.18,17340.11,17476.66,535216182
2022-03-08,17497.65,17740.54,17184.86,17210.24,536223776
2022-03-09,17187.29,17423.73,17059.19,17126.39,490038717
2022-03-10,17074.68,17373.15,17030.72,17300.83,363521996
2022-03-11,17305.55,17380.34,16856.78,16965.71,279034768
2022-03-14,16916.39,17094.33,16615.49,16704.57,444547525
2022-03-15,16764.72,16910.24,16732.69,16865.15,292214658
2022-03-16,16819.37,17168.81,16728.77,17037.16,455081284
2022-03-17,17088.98,17455.87,16946.29,17236.48,522764051
2022-03-18,17198.86,17373.14,17197.26,17322.88,270051051
2022-03-21,17356.56,17593.48,17322.01,17551.72,484452185
2022-03-22,17490.55,17730.89,16945.36,17190.17,470506824
2022-03-23,17229.41,17708.36,17157.30,17451.89,250165143
2022-03-24,17489.85,17671.02,17471.91,17484.73,272055507
2022-03-25,17494.44,18036.70,17331.47,17809.48,510525303
2022-03-28,17824.45,18404.27,17655.37,18163.85,424908411
2022-03-29,18151.51,18277.40,18004.91,18010.91,281373750
2022-03-30,18067.76,18318.45,17959.03,18134.01,532425499
2022-03-31,18063.47,18209.41,17814.42,18108.01,488186279
2022-04-01,18090.45,18253.80,17861.02,17881.30,506350485
2022-04-04,17843.49,17995.53,17448.15,17656.63,261233772
2022-04-05,17701.86,18177.25,17546.09,17993.52,445183001
2022-04-06,18054.93,18372.49,17791.52,18320.93,367548121
2022-04-07,18323.90,18477.49,18005.97,18107.43,433994978
2022-04-08,18095.80,18196.14,17973.22,18118.31,404141521
2022-04-11,18123.93,18475.08,17980.18,18285.47,322876630
2022-04-12,18324.17,18806.21,18105.91,18548.86,287240758
2022-04-13,18570.18,18758.99,18497.64,18621.73,446956053
2022-04-14,18568.92,18625.38,18140.74,18381.02,402664605
2022-04-15,18378.92,18757.23,18293.71,18600.31,380657116
2022-04-18,18611.59,18723.04,18309.92,18455.44,289286667
2022-04-19,18398.30,18499.04,17813.89,18053.73,366403142
2022-04-20,18114.17,18286.61,17969.11,18185.35,343704653
2022-04-21,18180.25,18657.37,17996.28,18489.13,400562284
2022-04-22,18428.71,18461.20,18080.63,18212.84,383484779
2022-04-25,18163.62,18411.27,18078.36,18262.18,466851533
2022-04-26,18249.20,18468.72,18209.19,18263.97,449309296
2022-04-27,18205.23,18336.48,18104.96,18119.41,264778228
2022-04-28,18061.40,18504.51,18007.82,18333.48,252684221
2022-04-29,18403.50,18618.82,18402.78,18594.48,535184650
2022-05-02,18575.31,18642.53,18431.67,18482.94,441936536
2022-05-03,18409.30,18667.67,18045.41,18267.50,384905469
2022-05-04,18289.90,18389.10,18195.64,18201.13,264711267
2022-05-05,18252.32,18727.62,18134.21,18470.25,447602597
2022-05-06,18409.30,18891.39,18321.76,18702.41,267615858
2022-05-09,18730.77,18829.83,18214.31,18454.05,520827428
2022-05-10,18458.63,18591.12,18437.87,18575.17,482712278
2022-05-11,18613.68,18843.94,18280.49,18558.13,520131769
2022-05-12,18607.93,18731.73,18446.64,18604.23,484322717
2022-05-13,18551.15,18780.95,17989.71,18186.93,420222094
2022-05-16,18175.76,18202.37,17876.15,17973.35,426189110
2022-05-17,17963.56,18265.70,17885.07,18081.68,320596167
2022-05-18,18144.22,18622.80,18062.70,18392.71,427631621
2022-05-19,18418.11,18639.97,18018.40,18178.23,264006523
2022-05-20,18149.86,18577.66,17890.76,18421.47,488873249
2022-05-23,18469.52,19037.07,18324.91,18814.46,434325352
2022-05-24,18755.77,18889.62,18574.73,18603.52,507985915
2022-05-25,18555.02,18774.05,18194.05,18250.09,373323334
2022-05-26,18195.91,18364.67,17823.45,17987.03,365240558
2022-05-27,18007.51,18244.64,17881.82,17889.49,285614585
2022-05-30,17849.17,17993.62,17624.76,17713.75,492022259
2022-05-31,17773.07,17825.66,17614.53,17669.65,518103468
2022-06-01,17606.64,17626.49,17375.29,17511.34,321410501
2022-06-02,17522.84,17784.97,17270.26,17442.04,318636729
2022-06-03,17422.76,17614.22,17356.36,17446.83,427218154
2022-06-06,17424.88,17620.12,16967.75,17212.48,268949507
2022-06-07,17237.28,17468.42,17072.01,17157.00,340238440
2022-06-08,17160.33,17239.65,16912.30,17218.80,279692996
2022-06-09,17257.19,17557.83,17211.67,17451.20,319779890
2022-06-10,17470.46,17497.77,17047.38,17127.28,256940529
2022-06-13,17166.12,17391.63,17100.23,17190.01,512371838
2022-06-14,17134.80,17162.64,16673.39,16836.43,480192674
2022-06-15,16820.19,16971.23,16383.05,16611.44,426077746
2022-06-16,16563.51,16800.99,16298.94,16320.55,504399970
2022-06-17,16312.96,16427.42,15997.46,16009.94,414875074
2022-06-20,16071.03,16186.78,15921.23,15922.75,512254910
2022-06-21,15936.47,16051.04,15730.11,16039.69,389435963
2022-06-22,15993.92,16144.75,15982.92,16140.46,388555656
2022-06-23,16192.26,16255.32,16072.65,16150.81,508020290
2022-06-24,16123.94,16153.11,15962.19,16056.10,533493713
2022-06-27,16115.42,16176.01,15687.98,15833.49,533959306
2022-06-28,15874.38,16064.12,15873.72,15923.66,390455901
2022-06-29,15970.03,16070.92,15463.54,15656.00,286161498
2022-06-30,15671.12,15990.63,15493.39,15960.44,533972772
2022-07-01,15961.47,16157.56,15640.21,15790.20,528554376
2022-07-04,15760.92,15930.01,15469.66,15638.91,356345632
2022-07-05,15660.42,16034.52,15533.80,15854.88,531725782
2022-07-06,15876.58,15900.81,15742.83,15763.21,452820965
2022-07-07,15794.75,15956.69,15423.36,15593.76,262685960
2022-07-08,15641.55,15922.53,15496.49,15813.63,440952179
2022-07-11,15815.20,15897.35,15545.17,15723.80,377568569
2022-07-12,15729.05,15795.53,15486.80,15548.21,276305482
2022-07-13,15601.05,15762.45,15467.53,15521.71,371683834
2022-07-14,15503.37,15681.12,15039.02,15250.81,337623522
2022-07-15,15287.34,15497.61,15243.24,15484.36,449783168
2022-07-18,15476.20,15764.12,15357.25,15662.38,370450866
2022-07-19,15688.96,15933.82,15495.05,15811.54,383436801
2022-07-20,15760.06,16260.60,15545.47,16073.59,499800105
2022-07-21,16107.61,16611.49,16071.15,16388.90,519056017
2022-07-22,16450.70,16641.34,16165.27,16388.09,431272615
2022-07-25,16322.94,16459.32,16224.67,16459.01,474981168
2022-07-26,16494.45,16628.17,16199.90,16215.76,296082919
2022-07-27,16259.79,16472.81,15940.54,16045.82,524540707
2022-07-28,15982.14,16098.73,15971.57,15992.96,544734152
2022-07-29,16050.88,16089.11,15806.31,15826.58,292338854
2022-08-01,15802.12,16064.94,15703.97,15881.98,469847954
2022-08-02,15886.85,16259.43,15704.20,16124.50,453435598
2022-08-03,16170.93,16299.76,15966.07,16114.72,340070171
2022-08-04,16114.40,16317.90,15861.95,15973.10,458342699
2022-08-05,16017.51,16342.51,15789.87,16118.22,502217014
2022-08-08,16084.74,16216.04,15631.34,15864.91,475257613
2022-08-09,15858.39,15927.32,15717.38,15738.52,524569216
2022-08-10,15684.11,15852.49,15300.99,15516.44,418203227
2022-08-11,15507.58,15548.18,15200.12,15423.07,326508116
2022-08-12,15442.31,15718.74,15345.95,15704.00,454499129
2022-08-15,15746.02,15916.51,15678.83,15684.09,280748553
2022-08-16,15714.02,15944.46,15630.72,15842.30,544709209
2022-08-17,15811.03,16180.52,15600.88,16106.18,408501068
2022-08-18,16149.90,16350.92,16109.39,16155.47,431357409
2022-08-19,16135.98,16404.78,15989.11,16212.57,458446683
2022-08-22,16148.41,16151.03,15973.46,16095.94,322015492
2022-08-23,16120.35,16541.64,16034.70,16303.47,486750949
2022-08-24,16293.41,16432.88,16273.21,16347.61,524798158
2022-08-25,16294.64,16311.66,15935.17,16064.09,293537379
2022-08-26,16021.35,16214.63,15926.78,16108.76,465317322
2022-08-29,16099.96,16255.90,15983.72,16011.09,532507701
2022-08-30,16018.94,16318.43,15842.62,16105.48,381988616
2022-08-31,16062.71,16084.88,15839.69,16038.11,508658227
2022-09-01,15992.65,16288.65,15796.79,16151.59,540293224
2022-09-02,16155.15,16363.39,16035.46,16231.06,386849060
2022-09-05,16219.15,16409.72,15824.33,15917.42,474728570
2022-09-06,15918.32,16041.10,15714.26,15894.75,507587064
2022-09-07,15931.23,16069.40,15707.79,15799.54,462085783
2022-09-08,15761.34,15912.14,15575.51,15782.77,526240418
2022-09-09,15822.25,16117.74,15585.51,15940.64,398619508
2022-09-12,15898.64,16117.82,15753.43,15785.69,347447933
2022-09-13,15829.64,16191.73,15701.06,16075.65,402848452
2022-09-14,16082.70,16269.39,16036.73,16126.85,547686065
2022-09-15,16186.70,16328.16,15849.47,16005.09,345501992
2022-09-16,15989.45,16504.17,15835.98,16264.10,496092281
2022-09-19,16254.97,16492.32,16042.23,16129.90,256371383
2022-09-20,16123.71,16426.01,16090.50,16306.42,258954182
2022-09-21,16271.22,16289.31,15845.14,16031.96,344225935
2022-09-22,15989.71,16106.16,15771.06,15796.11,288364877
2022-09-23,15769.43,15959.70,15595.42,15874.88,492303411
2022-09-26,15819.42,15995.01,15731.29,15767.04,326911989
2022-09-27,15710.42,15804.13,15506.13,15678.54,395270205
2022-09-28,15627.07,16008.12,15529.16,15912.09,513997314
2022-09-29,15970.15,16432.50,15908.68,16222.85,455721745
2022-09-30,16216.30,16432.84,15979.96,16018.44,467273948
2022-10-03,16037.03,16233.36,16005.71,16157.40,366912785
2022-10-04,16108.02,16109.53,15791.01,15818.80,450408026
2022-10-05,15774.94,15861.91,15478.46,15711.63,343410315
2022-10-06,15651.93,15779.89,15369.74,15407.25,515024503
2022-10-07,15427.84,15562.33,15199.82,15304.30,331662788
2022-10-10,15313.54,15528.78,15203.28,15492.30,534571925
2022-10-11,15531.42,15567.63,15088.15,15230.81,361082404
2022-10-12,15173.27,15495.59,14984.56,15393.67,366532091
2022-10-13,15333.79,15643.23,15244.93,15618.47,279529721
2022-10-14,15619.90,15758.06,15412.23,15614.63,322668403
2022-10-17,15610.03,15865.06,15590.69,15831.88,443311861
2022-10-18,15832.56,15974.60,15669.45,15797.44,463732545
2022-10-19,15790.70,15836.83,15284.13,15500.49,492057753
2022-10-20,15483.87,15724.96,15321.68,15655.68,463949907
2022-10-21,15685.71,15820.32,15671.16,15671.33,337972643
2022-10-24,15674.40,15840.43,15667.92,15821.14,459686808
2022-10-25,15771.42,15910.17,15540.09,15882.39,520030551
2022-10-26,15868.53,16068.76,15670.09,16051.63,335077401
2022-10-27,16099.59,16370.80,15930.83,16251.14,279836032
2022-10-28,16244.72,16295.33,16193.09,16239.71,255295981
2022-10-31,16205.52,16217.30,16126.85,16131.56,328754318
2022-11-01,16079.31,16152.50,15774.10,15861.44,430769503
2022-11-02,15843.07,16204.06,15789.20,16012.15,266101979
2022-11-03,15955.43,16191.61,15508.99,15719.66,302283199
2022-11-04,15677.88,15720.99,15412.34,15427.22,536052146
2022-11-07,15437.33,15497.81,15248.16,15451.18,383041764
2022-11-08,15456.19,15711.74,15255.48,15509.87,501807403
2022-11-09,15525.17,15659.56,15103.99,15296.17,494690060
2022-11-10,15342.50,15531.09,15221.56,15460.01,423453873
2022-11-11,15513.14,15643.91,15260.37,15299.33,312128062
2022-11-14,15279.76,15465.75,14923.45,15097.86,252570288
2022-11-15,15071.24,15404.63,14971.27,15214.36,430195083
2022-11-16,15154.92,15549.72,15066.87,15326.88,442058575
2022-11-17,15376.98,15577.05,15280.27,15413.71,358542386
2022-11-18,15373.36,15595.44,15149.14,15300.99,368285341
2022-11-21,15301.34,15488.63,15187.55,15453.86,541764835
2022-11-22,15497.02,15569.38,15220.46,15303.72,342626746
2022-11-23,15263.72,15406.62,15123.23,15363.16,435754993
2022-11-24,15335.56,15563.58,15231.54,15543.57,274566716
2022-11-25,15536.68,15646.65,15304.37,15591.12,431898729
2022-11-28,15546.97,15668.04,15525.38,15575.48,468768170
2022-11-29,15557.29,15748.18,15452.00,15555.19,508634159
2022-11-30,15575.11,15689.69,15360.38,15431.06,400542821
2022-12-01,15449.00,15489.53,15298.16,15473.55,360691510
2022-12-02,15474.40,15892.63,15355.96,15749.58,515354993
2022-12-05,15708.09,15887.29,15597.23,15746.79,267325182
2022-12-06,15793.29,15842.19,15461.80,15563.16,401011814
2022-12-07,15596.34,15668.07,15493.49,15503.95,297991212
2022-12-08,15565.66,15581.41,15299.55,15388.56,251371098
2022-12-09,15426.46,15614.35,15227.59,15414.29,413014435
2022-12-12,15455.98,15498.61,15193.39,15380.54,518852902
2022-12-13,15394.51,15495.22,15255.07,15391.53,269213065
2022-12-14,15403.42,15688.26,15399.10,15655.78,314842789
2022-12-15,15600.07,15648.18,15107.27,15328.24,325807941
2022-12-16,15285.19,15527.53,15097.01,15427.82,365537505
2022-12-19,15469.61,15504.19,15348.59,15407.93,487527217
2022-12-20,15458.07,15516.68,15184.26,15356.91,377752341
2022-12-21,15348.64,15372.21,14981.11,15060.11,396126778
2022-12-22,15075.03,15305.09,14982.40,15243.66,533359969
2022-12-23,15240.68,15309.09,15115.52,15126.17,547332047
2022-12-26,15120.47,15239.31,14759.88,14880.00,518138842
2022-12-27,14828.92,15040.30,14626.10,14762.27,427914857
2022-12-28,14742.77,14937.10,14683.64,14716.10,303335076
2022-12-29,14692.82,14704.77,14352.78,14441.58,523211676
2022-12-30,14485.46,14821.55,14291.27,14774.54,301996382
2023-01-02,14744.89,14992.61,14677.10,14826.12,394273310
2023-01-03,14792.22,15020.56,14697.76,14850.78,458945584
2023-01-04,14799.11,14982.45,14675.89,14940.22,427324156
2023-01-05,14996.22,15225.34,14960.15,15021.84,382509167
2023-01-06,15032.39,15075.32,14609.83,14825.51,273224555
2023-01-09,14781.59,14882.32,14731.37,14880.33,454722761
2023-01-10,14822.60,15088.07,14748.52,15055.25,257433503
2023-01-11,15069.07,15345.36,14844.45,15250.50,482064891
2023-01-12,15241.47,15272.13,14843.60,15021.32,312534612
2023-01-13,14969.46,15359.98,14751.69,15140.26,469035600
2023-01-16,15191.56,15602.84,15004.24,15453.51,405908913
2023-01-17,15510.35,15789.76,15399.87,15613.60,514040626
2023-01-18,15669.77,15958.08,15504.85,15751.91,420461560
2023-01-19,15700.81,16159.35,15668.53,15951.11,463311747
2023-01-20,15890.83,15936.70,15799.60,15876.00,529558462
2023-01-23,15874.23,16174.19,15814.81,16010.62,403173312
2023-01-24,16009.14,16201.34,15929.86,16168.29,452288139
2023-01-25,16167.88,16360.25,16105.43,16142.27,282147444
2023-01-26,16162.10,16273.87,16099.12,16176.51,392876549
2023-01-27,16149.57,16349.37,16003.71,16309.38,445191307
2023-01-30,16359.25,16537.45,15842.14,16068.72,396533069
2023-01-31,16115.40,16476.22,15895.83,16242.96,313978841
2023-02-01,16187.63,16220.78,15721.08,15930.21,408026779
2023-02-02,15878.23,16109.88,15685.40,15949.82,488178162
2023-02-03,15908.77,16325.35,15752.31,16131.80,428643807
2023-02-06,16113.37,16322.82,15690.70,15814.62,519533844
2023-02-07,15820.01,16042.09,15346.39,15555.75,342833158
2023-02-08,15528.67,15901.54,15307.76,15742.44,529474069
2023-02-09,15800.74,16110.98,15642.52,15971.45,291119454
2023-02-10,16015.12,16334.21,15803.66,16190.78,259797523
2023-02-13,16254.36,16446.42,16052.70,16181.77,466026407
2023-02-14,16167.21,16293.22,15832.34,16010.50,270075782
2023-02-15,16057.88,16275.27,15852.75,16029.84,547242526
2023-02-16,15967.84,16204.62,15768.71,15953.56,278981599
2023-02-17,15993.40,16115.79,15528.60,15708.44,453113444
2023-02-20,15760.50,15920.00,15537.91,15680.20,396546086
2023-02-21,15635.74,15705.18,15297.10,15509.86,387100115
2023-02-22,15482.10,15618.94,15352.38,15542.78,535588138
2023-02-23,15545.36,15551.32,15282.55,15362.18,451770239
2023-02-24,15370.42,15582.81,15113.23,15169.71,503932856
2023-02-27,15121.45,15296.01,14918.08,14967.32,318967236
2023-02-28,14975.97,15047.73,14852.87,14970.68,469164370
2023-03-01,14913.28,15060.36,14777.01,15014.86,343713360
2023-03-02,15012.41,15110.99,14914.39,14920.85,290306787
2023-03-03,14881.71,15125.25,14719.51,15082.66,353330627
2023-03-06,15083.19,15513.12,14960.81,15320.46,269914437
2023-03-07,15288.93,15472.29,15026.63,15150.00,307914685
2023-03-08,15100.05,15165.83,14732.28,14842.53,399444719
2023-03-09,14808.37,15049.26,14659.42,14847.39,261681914
2023-03-10,14883.45,15155.06,14807.85,15052.02,308882096
2023-03-13,15096.95,15188.70,14922.20,14996.81,346829576
2023-03-14,15012.20,15251.07,14916.87,15185.74,395132993
2023-03-15,15222.89,15638.57,15102.38,15416.86,426958580
2023-03-16,15402.65,15411.62,15377.95,15403.08,545191382
2023-03-17,15432.24,15588.84,15125.46,15145.81,379072880
2023-03-20,15110.24,15446.42,14945.82,15381.33,369401167
2023-03-21,15392.36,15459.30,15124.24,15313.66,481229431
2023-03-22,15356.01,15462.27,15124.79,15183.16,399115488
